gene,cirrhotic_endothelial,cirrhotic_macrophage-monocyte,cirrhotic_mesenchymal-HSC-myofibroblast,cirrhotic_other-or-unresolved,healthy_endothelial,healthy_macrophage-monocyte,healthy_mesenchymal-HSC-myofibroblast,healthy_other-or-unresolved
RP11-477D19.2,0.008997843589068837,0.009222626428053198,0.016011093893378688,0.008243781456609752,0.004857082197183998,0.010201585557191131,0.01874292453205207,0.010812284106338612
TFB1M,0.07817321516348072,0.13629402158541462,0.11881981089542884,0.1885654185115462,0.08329035067338499,0.09880147803070499,0.09492642892298943,0.1365619313010493
ARID1B,0.24164814220475042,0.17701640293934848,0.22349794037982595,0.1430214140771886,0.28600946132594757,0.2545949319251878,0.4416967053797851,0.32806809713648155
TMEM242,0.2899158912590631,0.24471282839489106,0.3244422204550265,0.2121627687882816,0.28795891385545913,0.207427228983101,0.27361106057108453,0.24696604305984127
RP5-933K21.3,0.0013257109241189078,2.622397434523493e-4,0.0014795403245756384,3.3909236962956354e-5,1.0953613724229543e-4,2.665026965191164e-4,0,0
ZDHHC14,0.18505148883615327,0.09574358358601252,0.0889983562286218,0.04094774328143654,0.22271142357529183,0.08302329973025109,0.042717210512109936,0.05811945149058455
SNX9,0.43211947151883945,0.2132489915460102,0.33214742065661423,0.14560374846179033,0.4708324031256039,0.23023589368405295,0.25870894971348873,0.1036875755458679
SYNJ2,0.0890566505646638,0.07700236311772711,0.07640970129960617,0.035595524852571496,0.09102744978479792,0.035775491963519646,0.1154295905978314,0.044786230877440436
SERAC1,0.037167948680825624,0.057781372562708926,0.03914915615298984,0.04429848372202177,0.07553100506460254,0.060498651444912496,0.06374032725380752,0.06265712501648382
GTF2H5,0.9664482908442569,0.9515681047345292,1.129617821036098,0.715888461021727,1.0595922174515071,0.7066151457293282,0.9632124536285857,0.6421586444178035
TULP4,0.16568315889790647,0.1387287012977975,0.080184427533317,0.15334999909890026,0.214400624698952,0.16464159463466194,0.2401406175732,0.21932279446386863
TMEM181,0.17728790769165656,0.12832607875114063,0.08213876644917026,0.12994890250104837,0.2685007892811531,0.15179870974615206,0.18340328158935423,0.18482974851523828
DYNLT1,1.4944750681720265,1.3685016209962462,2.001513078418487,1.02204821471519,1.4585569312899367,1.3457468286514018,1.9154556337914608,1.3840499323401496
SYTL3,0.0891109710389367,0.4035811643884978,0.10165914793186603,0.6709391227738102,0.33150287947171697,0.8976241548166679,0.4987840785721688,1.538736476445292
EZR,0.3062952154934803,0.8980687280013507,0.7070429840612279,1.2091464483750047,0.4588207033322538,0.9033353085850049,0.9670502362982215,1.0817142545507403
C6orf99,7.585678627419513e-4,0.0028631908558831754,0.0014107880500738303,0.006442289718706977,0.0025564882739786653,0.0034077093747734146,0.0026420051339443766,0.0020326564597101943
RSPH3,0.06600905770563566,0.09031441410511334,0.07050781287765538,0.04734511435203203,0.07926045799156403,0.09099176833129173,0.09922058899291866,0.06493064085161689
RP1-111C20.4,0.002933717051562674,0.00630674540403017,0.01665051673267294,0.010550270408469904,0.0014371934032834219,0.009362945853040067,0.017384309962749388,0.008766116516182986
TAGAP,0.2544840386165634,1.0121901651319567,0.15491491688098322,1.6723539170435402,0.27632925036195216,1.225293966082657,0.39127254357413366,1.6260156964389219
FNDC1,3.0597851204154246e-4,2.3573152369097533e-4,0.11811405547273537,0,7.891109079732031e-4,1.3297862437762018e-4,0.006349033465810972,0
SOD2,0.6900626718147086,1.6292014722302703,1.7273685287772726,0.39677405547496486,1.1104840677588752,2.413157712720404,0.8138572853655337,0.5485911619778392
WTAP,0.5497529319572803,0.6567309943622992,0.4657327835155925,0.6719410373340996,0.8832506353667693,1.25108982096697,1.3583472550123548,1.31726829989433
ACAT2,0.14508235593062555,0.25224021516262457,0.18974359066935603,0.24978819706927038,0.16201573977156333,0.1937373488527713,0.23157348254910418,0.22085760003742583
TCP1,0.8023805520157667,0.734720551907367,0.666569553082642,0.7459788817596255,1.1094645243934333,0.794607045048729,0.9953264672201795,0.8018415163430035
MRPL18,0.6488675048945376,0.7296905517386753,0.8693218348336011,0.6014294601075281,0.6514002833893097,0.5354069206467588,0.73427688017163,0.49187444038790357
PNLDC1,5.608563496621788e-4,0.005865172985385728,0.004500138154241336,0.0010081833390063234,0.0025461252902490563,3.041826998335235e-4,0,0.001292076283280217
MAS1,0.012647481872070855,0.01627438517130209,0.023114727090243162,0.019441060915798725,0.05745473928824924,0.038607859569798335,0.0856584507667572,0.06827779133861235
IGF2R,0.21879362807054833,0.21081591136832592,0.19443250570377646,0.16186021923290966,0.19543044623202555,0.24911302157815288,0.1327240681992518,0.19986468824898632
SLC22A1,0.0063226797101633815,0.025852147742268995,0.004883117938748435,0.008117978607800527,0.012407557580219997,0.0161245715003058,0.011038576543156486,0.003244884310270285
SLC22A3,0.0013062693740913474,0.0021456132567435494,0.014279189551919034,0.0012386828281335694,5.923638611603367e-4,2.3305769033815155e-4,0.051064929827130394,1.0890912842694418e-4
LPA,3.034327320543471e-4,0.004262316874939754,0,0.0019081903829270166,8.670981346984924e-4,0.002486192032941593,7.114869786143379e-4,1.670282246898925e-4
PLG,0.022787582579066396,0.06648511999747628,0.02952032976642034,0.04212439671939866,0.022276931393818544,0.028385668760197377,0.014420000835268076,0.0063641167806179144
RP3-428L16.2,0.00918231630813987,0.00670437639101959,0.010195964314726068,0.006433172050784268,0.005796590634798362,0.00753192368007646,8.537571976000544e-4,0.011270756413799628
MAP3K4,0.09642457260627045,0.0951999511299808,0.05493024340782886,0.12284324103691395,0.10808722542142249,0.10744641343203712,0.09136201949597307,0.1359954712391243
AGPAT4,0.08950452588900075,0.0416095456815828,0.03480611023774172,0.018475987444485257,0.104339990894837,0.0479511173662354,0.03448687096559151,0.03437691105863399
PARK2,0.023268839197692494,0.010467115815454018,0.02884462459044629,0.0042166849981060545,0.033675922607842815,0.017395041818402825,0.059296697766862666,0.02532944680134974
PACRG,0.0045664433039024,0.014383874064106206,0.014069263480259837,5.887944410268199e-4,0.0026327158114634614,0.0017498718459871296,0.016520152481082316,0.0014636519028497046
CAHM,0.02161886653578924,0.02242796336745876,0.00666569865477961,0.004393046425428702,0.021586870867677205,0.01350034217304673,0.009731234783928467,0.0027411234130983817
QKI,0.6890824477916825,0.48106930175840046,0.25645311812921096,0.12443458876682346,0.9303261786193754,0.5759892670722319,0.2408215566794919,0.18582208586105342
PDE10A,0.08534023714205424,0.0013573446464534055,0.020751718672245754,3.217912393493536e-4,0.08552166160418069,0.0018941594739157683,0.006681779555669381,0
LINC00473,0,2.9751424468452127e-5,0.04318596423378439,0,0,3.028438188118875e-4,0.07681947807440159,7.372429326049373e-4
PRR18,7.163585277635034e-4,0.0064521340630368015,0.007763563891369568,5.893129742201504e-4,0,0.001096896282162296,0.001915283927435255,2.9836202233359086e-4
SFT2D1,0.59526735262502,1.1902854782826155,0.7853155644473605,1.1037587834929101,0.8724548151402466,1.249840639031627,0.9324348130754002,1.1262016081329045
MPC1,0.4527786530110136,0.9608890730267413,0.9961440328455703,0.5276799482696051,0.5762471884624318,0.6690962609692762,1.1924370460582507,0.48898515614200905
RP1-168L15.5,0.03538879359412617,0.03175290900777096,0.03247245472050672,0.022208921399149945,0.057569876247434405,0.024436514016218953,0.0350347706266493,0.023251568998729075
RPS6KA2,0.49640220898115145,0.043577639145301696,0.05905573756331928,0.016145374350569227,0.3863262316995848,0.025193835616921446,0.04035264506413642,0.010677883226938228
RP11-514O12.4,0.006838539876494077,0.029814220808217176,0.003735785449051371,0.014026871964060725,0.011307814383587498,0.03177992295418808,0.006454566511602969,0.012392666182027813
RNASET2,0.45545162875861106,2.572351650128393,0.4752055101660397,1.6703583944734017,0.4608322294285432,2.4076438606622554,0.5195283289663191,1.2447210569366773
RP1-167A14.2,7.031748540750204e-4,0.0018661778057091293,0.0029797928328830865,0.003727502547445496,0,0.0030795913893705176,0.010190695875386077,0.005419052281775057
FGFR1OP,0.08937643630095966,0.08671519077900433,0.06458291305096321,0.09078332244819662,0.07441954753070443,0.08668556074688506,0.09914410732759152,0.11651927689285298
CCR6,0.06054849433148755,0.17799271127016003,0.06141118859380466,0.48842775900089447,0.0484291584984669,0.1955386981959162,0.07502286579705493,0.39829792321622287
UNC93A,4.807970366783966e-4,0.0020717048834906016,0.0012144724307471388,0.0010137338086924855,0,4.4016582865107935e-4,0,3.2901575283007425e-5
RP11-351J23.1,3.318900121719059e-4,0.0014652765473491941,0,6.372998878352198e-4,3.822041176378409e-4,2.2332575106110816e-4,0,0
LINC01558,0.025042568511866217,0.023044214815030835,0.002430208422048182,0.004658311922224796,0.019290679231896847,0.004436811153764969,0.004368022416725669,2.904247849232285e-4
RP3-431P23.5,0.01563047605073439,0.017231020292386823,0,0.0035088155096631717,0.013525260338294086,9.707255171300446e-4,0.003775637154705504,0
MLLT4-AS1,0.021362227859729663,0.049041827873344906,0.019890171541803232,0.006653948768206159,0.0409612680719114,0.01661246080701061,0.029533339832522813,0.008494306365673355
MLLT4,0.47622171023317394,0.26359793866918496,0.12349027365485427,0.052582411642671224,0.8896784333915861,0.12890760305558396,0.1250692040238436,0.059501148773486896
KIF25-AS1,4.565369953530729e-4,4.2810636827230044e-4,0,2.0085993763379283e-4,0,3.101905117514622e-4,0,0.002228191443234592
RP11-503C24.4,4.891633561844244e-4,0.0016044727689292035,0,8.188070678366507e-4,6.695144239517983e-4,3.395184697733894e-4,0,0.0014228056608974451
DACT2,0.0019915022836103293,0.027054634473286054,0.009115919953208667,0.0023415691982899976,0,0.00448991126942295,0.002972255775687423,0.003236040537680459
SMOC2,0.0037917778440785845,0.004136285792182037,0.7522074864347015,4.8739230689443766e-4,0.0011866927597915546,0.0015605372152183601,0.6144544390213216,0.0020395813069082397
LINC01615,0.006708133762765718,9.607155713601562e-4,0.022077549297004027,0,9.797082820619332e-4,1.8795582376567136e-4,0.010217671170650403,0
XXyac-YX65C7-A.2,0.0049075686174874684,0.002638218620535927,0.004991050168315054,9.208110142630966e-4,0.00241808371753712,0.0013497182889873436,0.003953554972995549,9.057057123437355e-4
THBS2,0.0030558216754943803,0.00292102159074683,0.630982528511083,5.66848693119001e-5,6.031384186989315e-4,3.0359221323912367e-4,0.04403670726670043,4.674684170741064e-5
WDR27,0.07112813970269917,0.04494241305439743,0.04453361705071944,0.03378153966719121,0.09180280792202182,0.04476323167722938,0.04084604251930368,0.04602249527780295
C6orf120,0.09854382653894322,0.08420526202827838,0.0669565326776355,0.07674692963338961,0.11755813941917753,0.08843456275634724,0.10434819121182794,0.07622138343287024
PHF10,0.1492939739555033,0.10702981687675421,0.11009227054018966,0.09881680803420671,0.2524572715890458,0.1401876333792794,0.1858064679900398,0.1469147142548115
TCTE3,0.020605540349634015,0.019261565832063832,0.019254154277317786,0.02370119800859433,0.024294255889728618,0.030708043966759357,0.04176803055957241,0.0311077232554467
ERMARD,0.049469989566797413,0.0488404094337109,0.05881541003501173,0.039109651796362443,0.05391797813151936,0.0427253898449146,0.05717083204171213,0.044547659837915435
LINC00574,0.00565478019367123,0.004506547097330502,0.003681462530461106,0.0017568845677757012,0.007738301441897411,0.003976158967607267,0.004691674387134357,0.008848548381314708
RP11-302L19.3,0.01067000414412895,3.0735123293639736e-4,0,0,0.051188612692800346,9.906363146889178e-4,6.266151789506427e-4,1.1734313320598866e-4
DLL1,0.2500512742741785,0.04053969291468041,0.11719786938510578,0.015820590464184398,0.300859247884025,0.0732856833074687,0.09691645160010709,0.019645553490663714
FAM120B,0.11115794346423766,0.07635871069682035,0.07451087530996081,0.051902467552760366,0.1278351353784386,0.08069732981987637,0.07387813100291146,0.07667292487414734
PSMB1,2.598203967761236,2.332477434120284,2.8424651319740115,1.9554781320757342,2.5862764080753395,1.8583079845318713,2.218804747581932,1.708189448974596
TBP,0.12944354982087047,0.09576574393890315,0.07996939826393565,0.08809845439078362,0.12453426703921096,0.1096698445315465,0.09626434561002822,0.11673878079558825
PDCD2,0.4948131704851065,0.5460394081750387,0.3795790115649215,0.5963599863359471,0.5107357975512099,0.5290483958371601,0.4666910133451654,0.5582559399008998
XX-C2158C12.2,0.005683450474625978,0.0020830345633897408,0.001721908060096658,3.011543124333847e-4,0.0033285052416224823,0.004629162131734384,0.010816035323404196,0.00426991444225892
AC093627.9,0.0047630021900008845,0.006592720577725277,0.0020477183842764414,0.00148483109556729,0.009769656832871558,0.005591554878357592,0.0030966424316650836,0.006223741859939045
AC093627.10,0.008375270983438942,0.028059228169780657,0.011078046482000949,0.0093046183043014,0.009334855586970786,0.025257727292557326,0.016728917197515826,0.012214557002888553
FAM20C,0.021842334753908513,0.07456179111275701,0.1686398280475469,0.010542606488705187,0.05879193789212581,0.04771903107799813,0.09163411254133855,0.011299872661135451
AC226118.1,0.0022405261033518107,8.760016746729549e-4,0.002425254857906743,3.2923241437981827e-4,0.001556731644980576,1.3279438379501404e-4,0.0050531720431798615,0
PDGFA,0.08140806058941923,0.057051388223925234,0.5785780777735434,0.011133786487709402,0.07705233634887046,0.05723781434324011,2.3739879588942046,0.040769506552982705
HRAT92,0.004314723553871338,0.007909337056939863,0.20346542079905686,3.9074076248663453e-4,0.00708198066060814,0.0024675776048708165,0.29162396840039034,0.00209679788331131
PRKAR1B,0.14581076769245407,0.051007267823991606,0.11839253661175596,0.05158632657715942,0.14746893126815996,0.044983787072431336,0.07672528510845433,0.04582352247344075
AC147651.5,0.0011701647231976752,0.014902002960605102,0,0.0011396289004988128,5.549112533248045e-4,0.0030452250730682103,0.003142563073306273,6.176900246149477e-4
AC147651.4,0.01796204899455792,0.03658629312295708,0.03922524957760832,0.036420015679768235,0.02263044910201381,0.039978259427025147,0.058541758129610384,0.04533831424505557
DNAAF5,0.06571184171859437,0.031128661412340376,0.0484405654404164,0.021555806228320647,0.057484614928597424,0.02393204155821297,0.05332771513937087,0.019564998268257826
SUN1,0.47896070016285225,0.13136555394306315,0.22854271213738972,0.07640036301439852,0.5702616339580865,0.1346097154255033,0.42882701882765656,0.10612470682411893
GET4,0.0036676309460162647,0.0064389441967507965,0,0.0034719634408476863,0.0073448206177683635,0.005266548032017287,0.003943708943247982,0.0049970852614551605
RP11-449P15.2,0.009103626270728532,0.011557598735773725,0.002149101242473486,0.008015628337851955,0.01796882485249563,0.013362292551908704,0.04819995843624935,0.012062349650833052
ADAP1,0.019982844612681093,0.11486262868378787,0.009523458776329902,0.06549619947056763,0.03267754591205552,0.12043795352370891,0.028442348245603277,0.09432759132696265
COX19,0.25663488744037244,0.27604813073958373,0.19983318272580006,0.27218927577811663,0.2749459491970596,0.28512179799034487,0.27600348520022333,0.3019163482834932
CYP2W1,0.001132021219719084,0.0012185295693921214,0,0.0015818703678460752,0.0016172054153403503,0.004127518494318876,0.011092809353696846,0.006324719046653548
C7orf50,0.514783963618627,0.7420719328771834,0.6907621351957278,0.5722689720086337,0.3620848567956974,0.5902554183864233,0.9413527229901579,0.6304746775395392
GPR146,0.8446752070700673,0.03149525195617029,0.027115417435584648,0.01135434284319072,0.20729741487463257,0.0158190761834163,0.02361265510531651,0.007994055957263812
GPER1,0.01331176669089055,0.006535155325012835,0.013057831800059636,0.001369337630577248,0.026330856243212675,0.005884878518634504,0.042793714429690446,0.0012337400714942574
ZFAND2A,0.12897860115061405,0.14108796500338003,0.18437273607143453,0.13440403991683342,0.18433714202584175,0.18513580870216448,0.1950754361190658,0.20941413590751717
AC091729.9,0.03406476421794735,0.021643152145320296,0.02522352030566723,0.024728273212480778,0.03146749565143205,0.018446899139125852,0.031326890616845064,0.025834326048967605
MICALL2,0.07806539814371498,0.04219940682900497,0.16592459146167346,0.007175105013117613,0.08860574797975303,0.019340458238556704,0.12666878368276566,0.01078734521210619
RP11-1246C19.1,0.01549823883346674,0.006738862452399056,0.008150510775105764,0.008000638031174359,0.01324034808023205,0.010331659572699733,0.01760091383752441,0.01724661806506931
INTS1,0.13405737816859611,0.09366436521318429,0.11246573179254683,0.061133316260652944,0.12506102204726247,0.0914308499369818,0.06322029300346212,0.08184027517078961
MAFK,0.12323766939161467,0.131480562607099,0.13089705864499634,0.06960666874808102,0.11747220070013216,0.13723933487537077,0.23175020032222143,0.10417437658869812
TMEM184A,0.006751342844550043,0.022502678716785157,0,0.005176038714583668,0.013712873396920313,0.01083004314789515,0.02603974555492505,0.012074400771355206
PSMG3,0.3317229971104885,0.2949642319138063,0.30912448385629127,0.247235723520469,0.2923164020099378,0.273869521114503,0.341666627922203,0.3090627282310837
PSMG3-AS1,0.024424992975577493,0.02714372308115895,0.017734925813146337,0.022403773150591264,0.022529009627868534,0.022296527239097114,0.011018724625262571,0.02126538246693565
ELFN1,0.06079534794919844,0.0028016341922947777,0.025021030370832798,0.001668509929256806,0.057622215949499754,0.0018786047966900395,0.004829204384923279,4.155442038434792e-4
ELFN1-AS1,0.003014628254832398,0.010081875822427734,0.0050640689009416855,0.006962981157961942,0.006041616243693831,0.011572560084998478,0.006902436188426052,0.014436792877689474
MAD1L1,0.14278132907888313,0.32230309424158554,0.08597385186838384,0.4339455967136369,0.18374023808316747,0.3772573153951697,0.2005074625169118,0.47042526684030384
FTSJ2,0.13201471342456533,0.17154693991179898,0.154568368844164,0.14427665422134356,0.13123007804213485,0.15181235121906497,0.1563569117828542,0.1399361905248676
NUDT1,0.15485128199489437,0.39065582506953783,0.3738165136323932,0.38026147316792497,0.19111561964348148,0.38819965888226726,0.31995679009802175,0.3340184989776712
SNX8,0.09096224029763328,0.1278887217244625,0.061741172446666985,0.056401623382404426,0.27100430182515095,0.13539690784496694,0.04192222938009486,0.059880887237847694
EIF3B,0.2870644858044355,0.1945186095404174,0.21188637261103332,0.14423809037995092,0.345357880220928,0.22285851070078241,0.2184391764957774,0.19186533379406182
CHST12,1.0406717792134568,1.1750441443999682,0.6547248334317878,1.3898730727700706,0.9259727384218173,1.4263530578353039,0.8159841133488251,1.9881256489774939
LFNG,0.13078727070238017,0.12604534594482755,0.057614209920315906,0.08951376656283792,0.1044166854251126,0.12112302241073612,0.018126958562863716,0.07931300575181996
BRAT1,0.1519688476491421,0.13697385951500038,0.10014993199993681,0.11613528713683544,0.15433157198331904,0.11526382453746596,0.1570687919042911,0.10796116413685329
IQCE,0.06775973452982341,0.07860211611748008,0.050333494335613065,0.03207811146802672,0.07823969053060213,0.05195935373431266,0.04706595970374633,0.0406961869368726
TTYH3,0.09079424520959717,0.175242852211158,0.04949571408837098,0.03665180995783453,0.10682485415422868,0.2826914081099719,0.025652050958978163,0.05153580809412819
AMZ1,0.0020606800945973344,0.002820176159702006,0,0.004383866885657952,0.00847101214178803,0.0020988602886746937,0.001753371889167321,0.002695139117356059
GNA12,0.13961435301173755,0.06455081929746506,0.1303313518686979,0.03590066569333114,0.1420023688206636,0.08253461245665947,0.09506552233167902,0.04758388936471179
CARD11,0.024624513063014306,0.08622732613861214,0.028478876797784828,0.14054989435041434,0.034452187901468034,0.12072654503141204,0.05375516388845137,0.17970256672288892
SDK1,0.0017261663272962267,0.003910336851887937,0.023208237799574667,8.807118744761528e-5,0,0.001389125128292793,0.017821709121042598,2.2289854594362545e-4
FOXK1,0.24140252045487387,0.1473825056428904,0.152719959866758,0.1628559513825278,0.18783035776267637,0.18018901769070234,0.2898518980983892,0.2449156469218135
AP5Z1,0.09628856525517458,0.10255894658588875,0.04659500933391014,0.10926822851996551,0.15300204466393513,0.11887544573237298,0.1029772159910466,0.15005259588549133
RADIL,0.0078017579709865415,0.0010029022100333804,0.013672308868425817,0,0.002207773819663802,2.2288176007312984e-4,0.018727035331944853,0
PAPOLB,8.827438542784702e-4,7.988490953979126e-4,0.0013860855309026383,5.444079428841157e-4,0.00339577630086172,0.00311706860422617,0.003952495744150208,0.0032016135296437476
RBAK-RBAKDN,0.08504012300736294,0.09122553776695512,0.10235841444350496,0.12381989868892808,0.10226327657152601,0.08277529399593671,0.12650211169858666,0.10707004924485518
RBAK,0.04946520512345923,0.038674926671550626,0.036165043318484774,0.02935328878569163,0.06900358273598703,0.04701505630152921,0.0502862875631739,0.03832157696358927
WIPI2,0.4320901921924325,0.41367836624653154,0.3221879988975334,0.368662256633236,0.5381453055295149,0.4212929189261317,0.40181337061373995,0.41647006925967145
SLC29A4,0.01023274825211707,0.005283938262512777,0.010853080737005291,0.004288492432410549,0.0391055641547896,0.0034566036698456047,0.006456431011596762,0.006037728424076078
TNRC18,0.10160023853040201,0.09527459318424017,0.0793790645304168,0.040241719302720906,0.1486499942247514,0.1038962167161195,0.14725062118587576,0.06488403029154571
RP11-1275H24.2,0.014714709608990278,0.013563461822740831,0.01298675804174822,0.003273827803000787,0.011647122767359854,0.010011452407611584,0.014021939675715437,0.0015573341914904542
RP11-1275H24.1,0.2943817930518898,0.13911168966763982,0.16356193041822814,0.010459917225143228,0.2606424250605403,0.08879016344295573,0.35511461075531897,0.017161405287492194
RP11-1275H24.3,0.005906594748872113,0.004642843554420938,0.0031730166662700407,0.0017531434513994811,0.005787630105311358,0.0037231681820147334,0.012645931873995864,0.001974133443509144
FBXL18,0.06903709289996797,0.04644078253855963,0.019869876108958965,0.030586563405455666,0.06959645305642473,0.0483915461681523,0.10831179830770726,0.04825020719048001
ACTB,37.078763637753234,61.45008559614974,36.846489847851586,54.550303212439566,31.39317563355728,73.09090920048759,58.08542665266421,60.80002376365663
CTB-161C1.1,0.0013412606138716386,0.0022538620109212766,0.005308563026808446,0.001253406279401353,0.00616234962675468,0.0019239864553863588,0.0016374625225765143,0.0015562593445660408
FSCN1,1.1360798700816235,0.1337451105968637,0.12096891596757527,0.02812983694438365,1.1221806953920808,0.17464523523563952,0.05910178109232443,0.0362024672516962
RNF216,0.32507888403829494,0.2427654180431022,0.31633443356693713,0.3261679551138615,0.3842964427957837,0.23213673903043286,0.3445050707513972,0.28392744712441714
CCZ1,0.39639636980335824,0.2859980833469648,0.2671761304409581,0.23051481788649286,0.527716327011229,0.260053519031092,0.25296749457535656,0.25061979421210323
PMS2,0.13647757361644403,0.11730170109908926,0.1038059439690404,0.11513258684903563,0.18852682010639807,0.12333014021345133,0.16319735817788336,0.1547701132970548
AIMP2,0.23142948453482612,0.17813372901069857,0.22903928742539553,0.09827789630039707,0.18343710255306872,0.118663991186809,0.13291689271323465,0.09352020839152463
EIF2AK1,0.21670650562992164,0.31599299532305775,0.17070167151466595,0.3346540128769343,0.30665742475508057,0.33044947701122895,0.26090858155718327,0.3868681442056075
USP42,0.08754937834578727,0.08586189856906,0.04362728125455058,0.09144005720824111,0.1229438038573562,0.10014417292197651,0.110432543896952,0.1113649918982189
CYTH3,0.102383345159054,0.03396034653398057,0.2027128359921862,0.027891783698770364,0.12700911036097012,0.04870708305368271,0.11495416853540247,0.07658922759848795
FAM220A,0.040204380867858436,0.04648724287545297,0.020951688279747277,0.02693498287484775,0.046707748303807826,0.03780014935002309,0.027964606431335345,0.034691668940979185
RAC1,6.9920943756301135,4.203304467900079,4.80328193934737,1.6678999793596754,7.410670327683775,3.400824622156085,4.310952685235425,1.6149267616753524
DAGLB,0.07875481577518346,0.08180257116178842,0.04385307800966834,0.03640452435950412,0.09571345968495604,0.07124097855192793,0.027031195511565718,0.04417393875799353
KDELR2,1.1646971893812423,1.0931706373369323,1.4009422931387112,0.895262126153444,1.4003867535954593,1.0267525054489473,0.9038370866125963,0.9343685768879595
GRID2IP,2.2903774418343763e-4,7.972582177578978e-4,0,4.100275013645716e-4,0,5.997961594382239e-4,0.0038174830799606197,4.2944609175087984e-4
ZDHHC4,0.16788760963969285,0.3290056213709966,0.3550555160247321,0.23767986133170388,0.20997487337326062,0.27109890251760016,0.2860307225115799,0.22746657100390008
C7orf26,0.15535758056368998,0.14307348284779114,0.09640065109315898,0.1805942165746078,0.15151262786946562,0.1666996562794045,0.1267611874521729,0.2065940451901251
ZNF853,0.03599275263669442,0.014110465846948939,0.02375881422592308,0.014075895542688156,0.023668282524060974,0.015706594088425237,0.015794622226196188,0.021281957118699086
ZNF316,0.07892852327809913,0.08533223582885803,0.05792769051626236,0.04502143642237833,0.10771473847105474,0.08561426705593347,0.06909813324767884,0.07147400504036452
AC073343.13,0.001370097707451528,1.5927602524166433e-4,0,0.0029032198035563155,0.0016542761578416955,4.761836531589889e-5,0.0015492780191810405,0
ZNF12,0.10141468562619634,0.08767143163301103,0.09001030569674524,0.07396569739961978,0.2249922046227578,0.09926429471318181,0.13213833196493993,0.09294028693443003
CCZ1B,0.09101512301301692,0.08763186965070024,0.08489165476898901,0.07392701582829711,0.2544529820064121,0.21239432325329602,0.15565944486926112,0.2022521112181733
C1GALT1,0.12320718312052038,0.2649737352939247,0.14537489732367892,0.31094996738891906,0.19113447071537595,0.2902411851747748,0.11385442957034314,0.3078265072422529
RP5-1159O4.1,0.025239571551648972,0.024050699965054285,0.035191380743599315,0.01903831717606964,0.026506306651573042,0.014282265788668758,0.05418046798165275,0.022699410316633355
MIOS,0.0632753617673724,0.09384292838081423,0.0523596926816885,0.07699108358142331,0.07403739980752373,0.14734088741448853,0.0854949306773238,0.10066704941675297
RPA3,0.45341639017826657,0.6260180763048213,0.4894277345663722,0.6559818380249322,0.5666846419586825,0.6127979828588376,0.4798760610227476,0.6607357640082637
UMAD1,0.08707638125949223,0.11529181549312856,0.08680456179504148,0.14037512345988856,0.07591915218814947,0.13731028737316475,0.11733941759403399,0.1415831635582775
AC007161.5,0.009466884867823048,0.014526153752142525,0.019627624557497177,0.024371772620729194,0.025382457873994676,0.024720060993360375,0.04316795512512116,0.03613471573429594
AC009473.1,0.003691057824944362,0.0015907026182804475,0.0011348313561166618,0.0067981176343989745,0,0.003204303321342888,0,0.0053033294107932725
GLCCI1,0.06603924200339864,0.14398000288157553,0.05894169110448275,0.17964822799930502,0.06337644466991854,0.1629470946239582,0.09693112210983319,0.26176001704134666
ICA1,0.47696192127015635,0.1259401124044804,0.02159356605199691,0.08233136035968723,0.5610888591289745,0.055751177082155934,0.041872309811776906,0.034470865134738446
AC007009.1,0.002607795352732008,9.832640216445084e-4,0,0,0,0,0,0
NDUFA4,4.975376157548152,5.450295863486833,10.204277656045212,3.8908700329027273,5.940260836152254,4.0665729075731765,12.784009632009374,3.5148571041982843
PHF14,0.8795919508046798,0.5883724538439951,0.7931742357685471,0.5950596550009736,1.1814444060205176,0.4624797579617323,0.8038924216078769,0.48516702959957425
THSD7A,0.56861355162103,0.043396735639640326,0.025755990211512786,0.010246885141775781,0.4180396234355193,0.018003833171591332,0.007484098310231426,0.0028033534687717126
TMEM106B,0.2882291892051908,0.2536512155803226,0.18710396120340722,0.2691319112956298,0.46696821169255354,0.3090586351415222,0.48842951001876383,0.329026708998815
SCIN,0.00430243265016544,0.011169141809801749,0.003029518567532677,0.0024843962615316534,0.005723445481050119,0.010800877135524072,0.013075983396922555,0.011719015373959512
ARL4A,1.7702091633886492,0.6026322511455559,0.21687235525438317,0.5088135950593183,1.9368344474513939,0.5658792460372045,0.2702833546503642,0.3846677262907913
ETV1,0.035680019110163115,0.05358710742517444,0.0760777212976861,0.01835940720726469,0.038006643774615066,0.02881669992050414,0.18291936469744374,0.010180715517091809
DGKB,7.473209795610522e-4,0.0014049419446000666,0.020110564295554186,0.0018807204049472032,0.006279805180083202,0.003376906704716148,0.10511259431699739,0.004633853191572935
AGMO,0.00850466689976949,0.028151863182792603,0.011025888091719959,0.00415651566796069,0.004182231899479831,0.010302615440633633,0.014019644805023058,0.004058657406788842
MEOX2,0.06599103178001739,0.003740410067454359,0.13962455290700895,0,0.0071513856918996735,7.030780812999323e-4,0.17300080897470865,0
ISPD,0.04140330352949609,0.00958250689310782,0.031597782152620525,0.008042085316188129,0.0441704390989577,0.015711586215039475,0.028053411115703426,0.020849394882680467
SOSTDC1,0.03231924344757628,5.803693950899122e-4,0,3.52470309311025e-4,0.007826065601966397,7.797713247600221e-4,0,0
