gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,compartment,contrast
ZFP36,2.055896311670479e-24,-0.27972270461369586,0.838,0.809,4.7374018709822846e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MIF,2.1269492231443927e-24,0.1416508521726756,0.674,0.603,4.901129094891624e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TRDC,2.178689195699738e-24,-0.5230081410079053,0.171,0.218,5.0203535136509056e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DOK1,2.254234322535858e-24,0.33271194356818556,0.113,0.077,5.1944321494193776e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PRR34-AS1,2.3997657216638294e-24,0.1360777139868734,0.112,0.075,5.529780152429962e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MBIP,2.4252821421283127e-24,0.21762092571297975,0.103,0.067,5.58857764010627e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMEM55B,2.5470282557423574e-24,0.11434184763085287,0.163,0.117,5.869117209707114e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MAP3K8,2.7910679840580826e-24,-0.786180422420603,0.248,0.287,6.43145795566504e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD2AP,3.440523165141562e-24,0.2220066032968262,0.131,0.091,7.9279975294357e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DAAM1,3.566419917669645e-24,0.17926697789191381,0.104,0.069,8.218101416286163e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DNAJB12,3.5777710618184e-24,0.11723193419017308,0.158,0.114,8.244257857748139e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
JPX,3.582394084301548e-24,0.1905528348629275,0.142,0.1,8.254910688456057e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RORA,3.7122683253838014e-24,-0.7669789341265765,0.205,0.246,8.554179902181894e-20,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NUDT16L1,6.255839043322328e-24,0.10905316984946123,0.159,0.113,1.441532990752764e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZNF830,6.548790949203448e-24,0.20553131768127075,0.114,0.077,1.5090378984249505e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD63,6.94916296355069e-24,0.12973823303312226,0.909,0.844,1.6012956216909854e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GEMIN6,7.88509810161871e-24,0.27077243972194065,0.106,0.071,1.8169631555559993e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TCOF1,7.931176530533676e-24,0.13143517307438746,0.191,0.142,1.827581007930875e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GLRX2,8.010276359347752e-24,0.3379026333652657,0.112,0.075,1.8458079814845025e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RASGEF1B,8.230701475881952e-24,-1.1899720615225295,0.164,0.204,1.896600541087478e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CCNI,8.526928276028677e-24,-0.29313742447844837,0.709,0.676,1.964860082645288e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SRPRB,8.686414216589894e-24,0.15148634200306343,0.138,0.097,2.0016104279288093e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ASPSCR1,1.0096725320778611e-23,0.15673006190115935,0.116,0.079,2.3265884156670152e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SHPRH,1.075958553406512e-23,0.26742654827001644,0.119,0.082,2.4793312946146256e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
STK25,1.472858949409553e-23,0.15601474569567686,0.14,0.099,3.3939088771244334e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLA2G12A,1.5026183811992457e-23,0.10854840266203114,0.109,0.073,3.4624835357974217e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
AKNA,1.6628694783848747e-23,-0.722850871645818,0.215,0.259,3.831750139042267e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C6orf89,1.824456764631934e-23,0.11081329952732477,0.144,0.102,4.2040957227413654e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TIMM23,1.883142335181791e-23,0.22775436441710006,0.101,0.066,4.339324882959401e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ADSL,1.9578554865042468e-23,0.18859463821496436,0.174,0.128,4.511486397551736e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EMC8,2.0052046350955745e-23,0.10981275931161472,0.138,0.096,4.620593040650732e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMEM245,2.4093677490841864e-23,0.14065904397157247,0.116,0.078,5.55190610421469e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DERA,2.9693375563771725e-23,0.17794265950385046,0.153,0.111,6.842244531159919e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
APBB1IP,3.003314673159959e-23,0.15172237870577532,0.319,0.258,6.920538001362494e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MRPS9,3.357597817300955e-23,0.12955349975742192,0.15,0.107,7.73691265040659e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
APIP,3.3703167509693143e-23,0.14920842798505163,0.192,0.144,7.7662208892585905e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FGR,3.6125689411177966e-23,-0.6600152684950414,0.233,0.274,8.324442611017739e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CWC27,4.154507336065555e-23,0.2402685059235239,0.138,0.098,9.573231254495858e-19,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RMDN1,4.928520883886633e-23,0.22279386006934088,0.121,0.083,1.1356790672739968e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CMC1,5.519072815264442e-23,-0.7042530291348594,0.406,0.423,1.2717599488213853e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PER1,5.57077851273067e-23,-0.16630288310374475,0.139,0.096,1.2836744926885283e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLC38A10,5.944187130576086e-23,0.14103292047223315,0.142,0.101,1.3697190404986475e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FAM46A,6.780478225377456e-23,0.11633607718632577,0.214,0.163,1.5624255974737272e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RNASEK,8.147091376338803e-23,-0.10883778428278745,0.149,0.106,1.8773342658497504e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PTGER4,8.965422909566661e-23,-0.61790692641849,0.255,0.298,2.065902401051446e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ACSL1,1.0139356875827318e-22,-1.4526098409983745,0.088,0.121,2.3364120048968888e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SF3A3,1.5961621006604464e-22,0.12811574751287913,0.173,0.128,3.6780363285518666e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NSMCE4A,1.846162641510803e-22,0.13662783662870903,0.157,0.114,4.2541125748333434e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLC25A37,2.2243818985217984e-22,-0.1809165303255582,0.177,0.129,5.12564320876378e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ASMTL,2.678276605997325e-22,0.10813095242241655,0.115,0.078,6.171552783199636e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLA,3.0602652557783888e-22,-0.5540810479371531,0.289,0.329,7.051769228890142e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TTF1,3.2837452929642705e-22,0.26697760310602714,0.119,0.083,7.566734278577568e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DDX41,3.466540331856719e-22,0.1961481493742805,0.122,0.085,7.987948886697438e-18,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARFIP2,4.50751302505648e-22,0.14280243107913515,0.11,0.074,1.0386662263637648e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CCR1,4.537511596758823e-22,-1.0112555687544096,0.129,0.166,1.0455787972411356e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EXOC3,4.832851348011133e-22,0.18106471281254644,0.108,0.074,1.1136339361222055e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CTSB,5.04645277923515e-22,-0.40199527368607724,0.567,0.451,1.1628541139191557e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
KLF10,5.056520898208656e-22,-0.19806715793148633,0.234,0.177,1.1651741105742208e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CDC42SE2,5.582718136583495e-22,-0.6584955330695295,0.343,0.374,1.2864257402129346e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARPC2,5.749774836063836e-22,-0.15651653667212928,0.875,0.822,1.3249206154741897e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SARAF,5.898187361697162e-22,-0.25532741086126753,0.756,0.706,1.3591193137558769e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FAM49A,5.938549825161826e-22,-0.8340557695265456,0.14,0.179,1.3684200362120395e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IPCEF1,6.33141828784779e-22,-0.8452929777139031,0.076,0.11,1.4589487160687663e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
OSER1,7.212430617093616e-22,0.10528162619493808,0.178,0.133,1.6619603870968818e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RGS2,7.256231941004501e-22,0.38248168441044617,0.474,0.429,1.6720535261656672e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FIP1L1,8.1824758103008665e-22,0.1000163666134406,0.172,0.127,1.8854879009676287e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NCOR2,9.421148888880264e-22,0.11705027187618944,0.122,0.085,2.170915338464679e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MICU1,1.061633149450479e-21,0.1105115824820948,0.118,0.081,2.4463212662787388e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MRPL9,1.0775906553781616e-21,0.11323702737383656,0.218,0.168,2.483092147187898e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LMNA,1.1319003341935455e-21,-0.31851138824515146,0.258,0.2,2.608237940082187e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DST,1.148287738026647e-21,0.11970132180702353,0.175,0.131,2.6459994347348025e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
S100A12,1.4879557371989549e-21,-1.4869115727327213,0.081,0.113,3.4286964052275515e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
AREG,1.830762411593525e-21,-0.6573580727360104,0.196,0.237,4.2186258250349594e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATP5SL,2.3459029152012312e-21,0.10242691690443673,0.114,0.079,5.405664087498197e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TOR2A,2.5326175001004292e-21,0.2013233963840393,0.146,0.107,5.835910505481419e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATP6V0A1,2.6873664669068645e-21,0.14671130787786302,0.124,0.087,6.192498549693488e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HCST,2.799884385535085e-21,-0.1757345955327847,0.744,0.766,6.451773589588496e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RANBP3,3.183644037451981e-21,0.15385568840021113,0.108,0.073,7.3360709555006e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IWS1,3.5801703347943845e-21,0.20913064149942873,0.138,0.099,8.2497865024667e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARF4,3.6998307465539086e-21,-0.12300074376402889,0.376,0.302,8.525519989284172e-17,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TYROBP,4.891522160765925e-21,-0.10308698920983783,0.674,0.753,1.1271534515052922e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SDF4,5.310113920507672e-21,-0.10755459245812446,0.362,0.289,1.2236095507025828e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LUZP1,5.6492502232107794e-21,0.19582913051261164,0.141,0.102,1.30175672893446e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HMCES,5.682627467524003e-21,0.10949528003897235,0.109,0.074,1.3094478473415562e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
BRI3BP,6.2808416960980706e-21,0.20410568279899977,0.104,0.071,1.4472943520318783e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RGL1,6.765890961730551e-21,-1.178943457661328,0.081,0.113,1.5590642543115709e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EVI2A,7.895862726494935e-21,0.18621201211507954,0.362,0.305,1.8194436480662279e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
AHNAK,8.02822852680646e-21,-0.12161639368179457,0.358,0.284,1.8499446994320126e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MCL1,1.1700643937400216e-20,-0.5340048172382077,0.61,0.576,2.6961793824951317e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MGME1,1.1743620830086552e-20,0.28977117418687737,0.101,0.069,2.7060825478768444e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SH3BP5,1.2353942091865235e-20,-0.7371412605064678,0.125,0.163,2.8467188762285064e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HVCN1,1.2593431797708861e-20,0.3975126248738834,0.132,0.097,2.901904489146053e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
STXBP2,1.2657966146859925e-20,-0.12631075652388066,0.381,0.306,2.9167751392209325e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
OTUD1,1.425546673904351e-20,-1.0565321539913468,0.097,0.131,3.284887200677796e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GPKOW,1.4544523627806603e-20,0.2475136426897997,0.103,0.07,3.3514945795554753e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PRDM1,1.814772803075062e-20,-0.899107946612235,0.208,0.245,4.1817809701258653e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RAB32,2.020252085999572e-20,-0.13468409154505823,0.286,0.222,4.655266881768813e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD14,2.063643139375577e-20,0.3781283078798743,0.373,0.317,4.755252886063142e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PTMA,2.342789031796695e-20,-0.10386673842442207,0.999,0.989,5.398488765969124e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TRBC2,2.4899406505707855e-20,-0.36958812793043516,0.368,0.402,5.737570241110262e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RNASE6,2.715302006815985e-20,0.21585899541772652,0.299,0.247,6.256870414306075e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZNF688,2.7833767619840274e-20,0.20458869169470795,0.131,0.094,6.413735072639794e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
BASP1,3.415798826021353e-20,-0.847823691769187,0.151,0.187,7.871025234801003e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLEKHO1,3.621402737201736e-20,0.142356334086834,0.255,0.205,8.344798327333961e-16,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ACOT8,5.577078242871633e-20,0.1477745237300776,0.11,0.076,1.2851261395049104e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C12orf76,5.647781421140937e-20,0.12631074073797555,0.111,0.077,1.301418272873506e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DUSP2,5.720588574375905e-20,-0.40922215481761315,0.491,0.521,1.3181952251934396e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLEK,6.215399250100628e-20,-0.46630645391559783,0.371,0.408,1.4322144492006877e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GZMH,6.541354059284797e-20,-0.5816754822508581,0.155,0.193,1.5073242158809958e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DDX5,6.599548210944488e-20,-0.16786729758370766,0.87,0.81,1.5207338942479383e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SIT1,6.958607654045203e-20,0.24528433239076897,0.144,0.106,1.6034719617216361e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD8B,6.961961531421221e-20,-0.8058153828606041,0.084,0.116,1.604244795685392e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PRKCH,8.534251138431167e-20,-0.6269437587772805,0.175,0.215,1.9665474898286938e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DYNC1LI1,9.321519837235278e-20,0.17328882724324912,0.168,0.127,2.147957816094125e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PAF1,9.372792395861664e-20,0.1245290375329633,0.111,0.078,2.1597725517784032e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MIIP,9.758149603330888e-20,0.18193311227038977,0.121,0.087,2.2485704130955364e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLRG1,9.876074839621178e-20,0.10718067436376022,0.139,0.101,2.275743925293908e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LINC01184,1.0582432067536838e-19,0.12341611936863339,0.102,0.07,2.4385098213225134e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
AGPS,1.1628974565580957e-19,0.11109009459002994,0.103,0.071,2.67966460914682e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RHOB,1.7951426717102346e-19,-0.21956183403452545,0.39,0.314,4.1365472584218935e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HLA-DMB,1.9480283845366956e-19,0.23168728093595603,0.37,0.312,4.488841806487908e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PFKFB3,2.1137210727809517e-19,-1.092952647663989,0.127,0.16,4.870647468009147e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UNC93B1,2.6991196562346554e-19,0.17416155233674435,0.193,0.15,6.2195814238615165e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD27,3.0410965241202057e-19,0.3161992593772851,0.171,0.13,7.00759872053019e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RPL34,3.6524139543763805e-19,-0.10581449175664215,0.999,0.996,8.416257475069494e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GSS,3.909458627113097e-19,0.1887970808852626,0.105,0.073,9.00856551445671e-15,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
STAG1,4.546283405797697e-19,0.13367789764650873,0.126,0.091,1.0476000851979634e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IER3IP1,4.768733790253649e-19,-0.11844484266574684,0.305,0.243,1.0988593272881485e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TNFAIP8L2,4.821892738610146e-19,0.288846183544784,0.166,0.128,1.111108743757936e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NFYB,5.07899979397092e-19,0.14201551430251813,0.112,0.079,1.170353922524719e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
WIPF1,5.097648670331778e-19,-0.5089316283153917,0.37,0.402,1.1746511831045516e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PRPF19,5.333965523433163e-19,0.10668586358757826,0.154,0.114,1.2291056755647038e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TTC37,6.033640500667243e-19,0.18531284233562295,0.154,0.115,1.3903317805687528e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FCN1,6.074485137605794e-19,0.3022566220379206,0.275,0.226,1.3997436102585032e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TIPIN,6.324021590040107e-19,-1.0221721699786839,0.178,0.21,1.457244294992942e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ORAI3,6.496280561417732e-19,0.10480510145278288,0.126,0.09,1.496937929767488e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SH3BGRL3,6.601194875549648e-19,-0.16900734427368347,0.9,0.862,1.5211133351729055e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FBXO22,6.898289679606056e-19,0.11434913751264109,0.106,0.074,1.5895728908716234e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HSPA8,7.867403345774512e-19,-0.19321764212348613,0.769,0.726,1.8128857529668208e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UTP6,9.631611510386386e-19,0.19473204811530564,0.124,0.09,2.219412240338335e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MED30,1.0731330566124158e-18,-0.10217432829176687,0.214,0.165,2.4728205023519898e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CTDNEP1,1.1268086414071265e-18,-0.12077150652945656,0.236,0.184,2.5965051523944415e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RP11-255M2.3,1.41309248122252e-18,-1.0853582550302918,0.11,0.142,3.256189004481053e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RGS1,1.4482295530574517e-18,0.24489021464809402,0.403,0.349,3.337155359110286e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IAH1,2.0205312774322415e-18,-0.16080779822997732,0.301,0.24,4.6559102225871145e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FNBP1,2.5175970050071585e-18,-0.48932563215773694,0.394,0.418,5.801298778637995e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
G6PC3,2.6251390933162707e-18,0.2140665933634489,0.105,0.074,6.049108012728682e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATXN2L,2.7807966455795192e-18,-0.11842732765215791,0.131,0.095,6.407789710408886e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMEM203,3.0278899158773442e-18,0.12031890670970302,0.111,0.079,6.977166733156164e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DNAJB11,3.444462616663631e-18,-0.15264511098035383,0.334,0.268,7.937075207578005e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TOMM5,3.727531737673242e-18,-0.12942848460499334,0.184,0.14,8.58935138312045e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATIC,4.189163487275642e-18,0.10505022293209043,0.13,0.095,9.653089423729263e-14,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DGCR6L,5.0402722472131864e-18,-0.1399102494043189,0.3,0.238,1.1614299339253346e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMEM167A,5.076835185984043e-18,-0.10390657803576026,0.332,0.27,1.169855131906303e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PNKP,5.157489282840466e-18,-0.12247795789567495,0.161,0.12,1.1884402554449285e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATP5EP2,6.7693678164916385e-18,-0.2529256406664963,0.356,0.285,1.5598654259541682e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TUG1,9.51528237730571e-18,-0.11527050863884081,0.135,0.099,2.1926065182025548e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ID2,9.853403286507248e-18,-0.29945894943620877,0.757,0.73,2.270519719309865e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LILRB4,1.0362931218136618e-17,0.2206372735881048,0.171,0.132,2.3879302405952206e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
OSBPL9,1.2883184356069641e-17,0.11342397762940415,0.126,0.092,2.968672171169127e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GAR1,1.3682843639918877e-17,0.11237925012287775,0.125,0.091,3.152937659946507e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MIR181A1HG,1.3887445825655538e-17,-0.839053700751887,0.085,0.115,3.200084141605806e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
BCL2L1,1.468250734353357e-17,-0.20334061688800098,0.173,0.13,3.3832901671704403e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
THOC3,1.5010231566655665e-17,0.1733514598421375,0.12,0.087,3.458807659904465e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SUMF2,1.622201844263081e-17,-0.1887739186147892,0.299,0.239,3.738039709735417e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FAM122A,1.6451048676170764e-17,0.17012252625977498,0.101,0.071,3.790815146450029e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CSNK1D,1.8533141310445506e-17,-0.16684461785965854,0.236,0.185,4.270591752165958e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMEM55A,1.935972495132164e-17,0.18930527821778886,0.103,0.073,4.4610614205330454e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TAF10,2.248936148728836e-17,-0.10624817663747765,0.201,0.156,5.182223567515857e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PPP2CB,2.2498631037940194e-17,-0.11260673615487038,0.127,0.092,5.184359550072559e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IL13RA1,2.4231876582587147e-17,0.11396168219403702,0.182,0.142,5.583751320925557e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NUDT4,2.540038970823878e-17,-0.17460499692387366,0.208,0.161,5.853011800469463e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ORMDL3,2.7153197422287126e-17,0.1346232768864022,0.116,0.083,6.256911282017623e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SVIP,2.8157230101364895e-17,-0.12156792269114736,0.259,0.204,6.488270532257512e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TRG-AS1,3.331383713484225e-17,-0.7177538480891246,0.089,0.12,7.6765074909817e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LCP1,3.6597608605724396e-17,-0.30057189736893575,0.549,0.566,8.433186951017073e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZNF75A,3.839943759039078e-17,0.11182812647782336,0.108,0.077,8.848382403953747e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DBP,3.84351401675985e-17,0.13041350704195365,0.1,0.071,8.856609348819722e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RCAN3,4.000125011733559e-17,0.11197911284502737,0.104,0.074,9.21748806453764e-13,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GLT8D1,4.3630776576508686e-17,0.1098503836212057,0.128,0.094,1.0053839846524897e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GGA2,5.0362651187608606e-17,0.1592086019189809,0.14,0.105,1.160506571316065e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
KRR1,5.153671489973829e-17,-0.10481342389655168,0.173,0.132,1.1875605214346693e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GPR171,5.936163963886639e-17,-0.6384030551466109,0.092,0.123,1.3678702621983982e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MARCKS,6.070018539201207e-17,-0.3086066097163521,0.377,0.304,1.3987143719881341e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NAGA,8.927593820027237e-17,0.19792320706571864,0.147,0.113,2.057185443948876e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
